1,Tue Jul 05 08:46:18 UTC 2011,true,1,Tue Jul 05 08:46:18 UTC 2011,1
2,Tue Jul 05 08:46:20 UTC 2011,true,1,Tue Jul 05 08:46:20 UTC 2011,2
3,Thu Jul 07 01:40:40 UTC 2011,false,1,Thu Jul 07 01:40:40 UTC 2011,3
4,Thu Jul 07 01:40:40 UTC 2011,true,2,Thu Jul 07 01:40:40 UTC 2011,3
5,Thu Jul 07 01:40:40 UTC 2011,false,3,Thu Jul 07 01:40:40 UTC 2011,3
6,Thu Jul 07 01:40:40 UTC 2011,false,4,Thu Jul 07 01:40:40 UTC 2011,3
7,Thu Jul 07 01:41:52 UTC 2011,false,1,Thu Jul 07 01:41:52 UTC 2011,4
8,Thu Jul 07 01:41:52 UTC 2011,true,2,Thu Jul 07 01:41:52 UTC 2011,4
9,Thu Jul 07 01:41:52 UTC 2011,false,3,Thu Jul 07 01:41:52 UTC 2011,4
10,Thu Jul 07 01:41:52 UTC 2011,false,4,Thu Jul 07 01:41:52 UTC 2011,4
11,Thu Jul 07 01:43:10 UTC 2011,false,1,Thu Jul 07 01:43:10 UTC 2011,5
12,Thu Jul 07 01:43:10 UTC 2011,true,2,Thu Jul 07 01:43:10 UTC 2011,5
13,Thu Jul 07 01:43:10 UTC 2011,false,3,Thu Jul 07 01:43:10 UTC 2011,5
14,Thu Jul 07 01:43:10 UTC 2011,false,4,Thu Jul 07 01:43:10 UTC 2011,5
15,Thu Jul 07 03:34:41 UTC 2011,false,1,Thu Jul 07 03:34:41 UTC 2011,6
16,Thu Jul 07 03:34:41 UTC 2011,true,2,Thu Jul 07 03:34:41 UTC 2011,6
17,Thu Jul 07 03:34:41 UTC 2011,false,3,Thu Jul 07 03:34:41 UTC 2011,6
18,Thu Jul 07 03:34:41 UTC 2011,false,4,Thu Jul 07 03:34:41 UTC 2011,6
19,Thu Jul 07 03:50:47 UTC 2011,false,1,Thu Jul 07 03:50:47 UTC 2011,7
20,Thu Jul 07 03:50:47 UTC 2011,true,2,Thu Jul 07 03:50:47 UTC 2011,7
21,Thu Jul 07 03:50:47 UTC 2011,false,3,Thu Jul 07 03:50:47 UTC 2011,7
22,Thu Jul 07 03:50:47 UTC 2011,false,4,Thu Jul 07 03:50:47 UTC 2011,7
23,Thu Jul 07 03:51:50 UTC 2011,false,1,Thu Jul 07 03:51:50 UTC 2011,8
24,Thu Jul 07 03:51:50 UTC 2011,true,2,Thu Jul 07 03:51:50 UTC 2011,8
25,Thu Jul 07 03:51:50 UTC 2011,false,3,Thu Jul 07 03:51:50 UTC 2011,8
