3,Tue Jul 05 08:46:18 UTC 2011,true,3,Tue Jul 05 08:46:18 UTC 2011,1
4,Tue Jul 05 08:46:18 UTC 2011,true,4,Tue Jul 05 08:46:18 UTC 2011,1
5,Tue Jul 05 08:46:18 UTC 2011,true,5,Tue Jul 05 08:46:18 UTC 2011,1
6,Tue Jul 05 08:46:18 UTC 2011,true,12,Tue Jul 05 08:46:18 UTC 2011,1
7,Tue Jul 05 08:46:18 UTC 2011,true,11,Tue Jul 05 08:46:18 UTC 2011,1
8,Tue Jul 05 08:46:18 UTC 2011,true,13,Tue Jul 05 08:46:18 UTC 2011,1
9,Tue Jul 05 08:46:18 UTC 2011,true,78,Tue Jul 05 08:46:18 UTC 2011,1
10,Tue Jul 05 08:46:18 UTC 2011,true,45,Tue Jul 05 08:46:18 UTC 2011,1
11,Tue Jul 05 08:46:18 UTC 2011,true,75,Tue Jul 05 08:46:18 UTC 2011,1
12,Tue Jul 05 08:46:18 UTC 2011,true,17,Tue Jul 05 08:46:18 UTC 2011,1
13,Tue Jul 05 08:46:18 UTC 2011,true,16,Tue Jul 05 08:46:18 UTC 2011,1
14,Tue Jul 05 08:46:18 UTC 2011,true,96,Tue Jul 05 08:46:18 UTC 2011,1
15,Tue Jul 05 08:46:18 UTC 2011,true,48,Tue Jul 05 08:46:18 UTC 2011,1
16,Tue Jul 05 08:46:18 UTC 2011,true,65,Tue Jul 05 08:46:18 UTC 2011,1
17,Tue Jul 05 08:46:18 UTC 2011,true,76,Tue Jul 05 08:46:18 UTC 2011,1
18,Tue Jul 05 08:46:18 UTC 2011,true,15,Tue Jul 05 08:46:18 UTC 2011,1
19,Tue Jul 05 08:46:18 UTC 2011,true,54,Tue Jul 05 08:46:18 UTC 2011,1
20,Tue Jul 05 08:46:18 UTC 2011,true,43,Tue Jul 05 08:46:18 UTC 2011,1
21,Tue Jul 05 08:46:18 UTC 2011,true,14,Tue Jul 05 08:46:18 UTC 2011,1
22,Tue Jul 05 08:46:18 UTC 2011,true,134,Tue Jul 05 08:46:18 UTC 2011,1
23,Tue Jul 05 08:46:18 UTC 2011,true,77,Tue Jul 05 08:46:18 UTC 2011,1
24,Tue Jul 05 08:46:18 UTC 2011,true,18,Tue Jul 05 08:46:18 UTC 2011,1
25,Tue Jul 05 08:46:19 UTC 2011,true,46,Tue Jul 05 08:46:19 UTC 2011,1
26,Tue Jul 05 08:46:19 UTC 2011,true,110,Tue Jul 05 08:46:19 UTC 2011,1
27,Tue Jul 05 08:46:19 UTC 2011,true,133,Tue Jul 05 08:46:19 UTC 2011,1
28,Tue Jul 05 08:46:19 UTC 2011,true,68,Tue Jul 05 08:46:19 UTC 2011,1
30,Tue Jul 05 08:46:19 UTC 2011,true,82,Tue Jul 05 08:46:19 UTC 2011,1
31,Tue Jul 05 08:46:19 UTC 2011,true,25,Tue Jul 05 08:46:19 UTC 2011,1
33,Tue Jul 05 08:46:19 UTC 2011,true,126,Tue Jul 05 08:46:19 UTC 2011,1
34,Tue Jul 05 08:46:19 UTC 2011,true,33,Tue Jul 05 08:46:19 UTC 2011,1
39,Tue Jul 05 08:46:19 UTC 2011,true,122,Tue Jul 05 08:46:19 UTC 2011,1
42,Tue Jul 05 08:46:19 UTC 2011,true,79,Tue Jul 05 08:46:19 UTC 2011,1
43,Tue Jul 05 08:46:19 UTC 2011,true,73,Tue Jul 05 08:46:19 UTC 2011,1
44,Tue Jul 05 08:46:19 UTC 2011,true,139,Tue Jul 05 08:46:19 UTC 2011,1
52,Tue Jul 05 08:46:19 UTC 2011,true,41,Tue Jul 05 08:46:19 UTC 2011,1
53,Tue Jul 05 08:46:19 UTC 2011,true,69,Tue Jul 05 08:46:19 UTC 2011,1
55,Tue Jul 05 08:46:19 UTC 2011,true,118,Tue Jul 05 08:46:19 UTC 2011,1
58,Tue Jul 05 08:46:19 UTC 2011,true,124,Tue Jul 05 08:46:19 UTC 2011,1
59,Tue Jul 05 08:46:19 UTC 2011,true,37,Tue Jul 05 08:46:19 UTC 2011,1
61,Tue Jul 05 08:46:19 UTC 2011,true,23,Tue Jul 05 08:46:19 UTC 2011,1
